;05.02.2022 13:00:00;05.02.2022 10:59:33;05.02.2022 09:00:34;05.02.2022 07:01:32;05.02.2022 05:02:34;05.02.2022 03:03:30;05.02.2022 01:04:20;04.02.2022 23:05:01;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 21:01:07;03.02.2022 19:02:05;03.02.2022 17:02:40;03.02.2022 15:03:40;03.02.2022 13:04:41;03.02.2022 11:05:53;03.02.2022 08:58:48;03.02.2022 06:59:59;03.02.2022 05:00:47;03.02.2022 03:01:44;03.02.2022 01:02:43;02.02.2022 22:59:15;02.02.2022 21:00:11;02.02.2022 19:01:21;02.02.2022 17:02:34;02.02.2022 15:03:42;02.02.2022 13:04:47;02.02.2022 11:05:54;02.02.2022 08:59:06;02.02.2022 07:00:14;02.02.2022 05:09:19;02.02.2022 03:02:34;02.02.2022 01:03:37;01.02.2022 23:04:24;01.02.2022 21:05:29;01.02.2022 18:58:39;01.02.2022 16:59:49;01.02.2022 15:00:03;01.02.2022 13:00:13;01.02.2022 11:00:54;01.02.2022 09:01:45;01.02.2022 07:03:01;01.02.2022 05:04:19;01.02.2022 03:05:36;01.02.2022 00:58:47
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
Enzyme;53,875;53,515;53,695;53,49;52,77;52,107;52,404;51,895;51,71416667;51,53333333;51,3525;51,17166667;50,99083333;50,81;50,62916667;50,44833333;50,2675;50,08666667;49,90583333;49,725;49,114;49,295;49,021;48,482;49,229;49,139;49,089;49,029;48,196;48,498;48,744;48,703;49,386;48,637;48,5;49,374;49,356;49,462;49,746;49,787;50,278;50,201;50,065;50,496;50,553;51,333;50,501;50,909;50,768;51,533;51,317;51,342;51,252;50,657;50,255
Augur;13,5244;13,4544;13,4205;13,5907;13,4683;13,5501;13,2935;13,1362;13,07936667;13,02253333;12,9657;12,90886667;12,85203333;12,7952;12,73836667;12,68153333;12,6247;12,56786667;12,51103333;12,4542;12,3708;12,3711;12,7428;12,8685;13,1705;13,5827;13,6852;13,296;13,2574;13,2946;13,2176;13,7284;13,9789;13,9096;14,4369;14,8331;15,1991;14,9294;15,7868;12,4974;11,9511;11,7975;11,6492;11,5936;11,5533;11,6056;11,5188;11,6232;11,5416;11,6956;11,5802;11,6629;11,6262;11,6634;11,681
Request Network;0,23405226;0,23535985;0,23739984;0,23225472;0,23124068;0,23019806;0,22560637;0,2266533;0,225605916;0,224558532;0,223511148;0,222463763;0,221416379;0,220368995;0,219321611;0,218274227;0,217226843;0,216179458;0,215132074;0,21408469;0,20997904;0,22119957;0,22007452;0,19121641;0,19294144;0,19537774;0,19599877;0,19593779;0,19487233;0,19748791;0,19759724;0,19453678;0,20189678;0,19742253;0,19797451;0,20656237;0,2047;0,20463098;0,20508394;0,204981;0,20690624;0,20640362;0,21215717;0,20849813;0,20710595;0,20475299;0,2054212;0,206709;0,20751736;0,20947663;0,2106911;0,20525214;0,20271515;0,20412326;0,20543364
Terra Virtua Kolect;0,12256995;0,12203453;0,1205117;0,12128308;0,12057231;0,11868675;0,1179794;0,1170378;0,116245275;0,11545275;0,114660225;0,1138677;0,113075175;0,11228265;0,111490125;0,1106976;0,109905075;0,10911255;0,108320025;0,1075275;0,10751966;0,10781573;0,10743786;0,10668891;0,10853003;0,10853545;0,10992975;0,10816641;0,10767504;0,10686818;0,10810692;0,1090425;0,11253338;0,11106514;0,11107237;0,11600445;0,11527524;0,11559228;0,11532204;0,11481624;0,1161814;0,11497261;0,11709056;0,11636833;0,11443265;0,11597914;0,1143489;0,1161197;0,11722866;0,11835286;0,11668406;0,11738227;0,11544422;0,11556761;0,11346217
DFI.money;2246,49;2257,24;2244,33;2277,64;2275,02;2261,56;2233,07;2239,19;2223,521667;2207,853333;2192,185;2176,516667;2160,848333;2145,18;2129,511667;2113,843333;2098,175;2082,506667;2066,838333;2051,17;1993,29;2015,36;2025,22;1992,37;1982,89;1981,77;2004,18;1980,22;1977,98;1993,3;2025,82;2003,28;2108,55;2043,5;2028,45;2114,19;2091,02;2107,81;2112,96;2062,59;2077,03;2084,32;2082,13;2067,96;2036,95;2051,91;2039,14;2047,4;2054,18;2083,82;2066,19;2069,95;2090,94;2082,12;2103
SafePal;0,791612;0,78557;0,781012;0,794469;0,779608;0,764663;0,771829;0,761691;0,756772583;0,751854167;0,74693575;0,742017333;0,737098917;0,7321805;0,727262083;0,722343667;0,71742525;0,712506833;0,707588417;0,70267;0,690078;0,694479;0,698084;0,692837;0,694678;0,695261;0,702574;0,699901;0,699112;0,691005;0,709437;0,708819;0,725775;0,71496;0,714872;0,747406;0,751638;0,739909;0,739271;0,739621;0,745303;0,741052;0,75214;0,747949;0,74718;0,748658;0,744009;0,736512;0,742708;0,744982;0,745165;0,745003;0,749247;0,744659;0,740326
Hifi Finance;0,00646026;0,00647002;0,00641037;0,00657673;0,00645812;0,00649443;0,00619841;0,00586434;0,005837567;0,005810793;0,00578402;0,005757247;0,005730473;0,0057037;0,005676927;0,005650153;0,00562338;0,005596607;0,005569833;0,00554306;0,00549401;0,00552013;0,00550205;0,00557106;0,00555742;0,00580789;0,00577301;0,00573058;0,00562672;0,005627;0,00544413;0,00553452;0,00553781;0,00556297;0,00554526;0,00567648;0,00555275;0,00562054;0,0054866;0,00544016;0,00545587;0,00542207;0,00545082;0,0054666;0,00545352;0,00547562;0,0054054;0,00540044;0,00543162;0,00549313;0,00544513;0,00548692;0,00548527;0,00544383;0,00552126
district0x;0,07795359;0,0769824;0,07641382;0,07718303;0,07629147;0,07544346;0,0752514;0,07464814;0,074244366;0,073840592;0,073436818;0,073033043;0,072629269;0,072225495;0,071821721;0,071417947;0,071014173;0,070610398;0,070206624;0,06980285;0,06976938;0,06983298;0,07051884;0,07037592;0,07044368;0,07031531;0,07106472;0,06967104;0,06923828;0,0700493;0,07050968;0,06979116;0,0721438;0,07189448;0,07277988;0,07404102;0,07309274;0,07321875;0,07271082;0,07271901;0,0733488;0,0727914;0,07289659;0,07319592;0,07249425;0,07326346;0,07244535;0,07266398;0,07229134;0,0748538;0,07365262;0,07379758;0,07358834;0,07249521;0,07253554
Litentry;1,434836;1,412802;1,405874;1,436146;1,410636;1,378613;1,358196;1,33593;1,3266355;1,317341;1,3080465;1,298752;1,2894575;1,280163;1,2708685;1,261574;1,2522795;1,242985;1,2336905;1,224396;1,203675;1,213764;1,212152;1,198769;1,209254;1,205912;1,219625;1,209936;1,205915;1,205912;1,215318;1,209595;1,254328;1,233362;1,247529;1,29653;1,318501;1,294863;1,293525;1,273993;1,282128;1,269411;1,275024;1,279152;1,286217;1,286339;1,273794;1,264727;1,273535;1,287127;1,27712;1,273876;1,262405;1,236927;1,211896
Komodo;0,44541159;0,4470228;0,44475641;0,45392013;0,4526446;0,44925138;0,4446038;0,43844856;0,436309011;0,434169462;0,432029913;0,429890363;0,427750814;0,425611265;0,423471716;0,421332167;0,419192618;0,417053068;0,414913519;0,41277397;0,40933704;0,4130472;0,41188616;0,40939584;0,41033;0,40868003;0,41103976;0,40871904;0,40799232;0,41080811;0,41384576;0,41404692;0,42418784;0,41932544;0,42198164;0,4365501;0,43519382;0,4364725;0,4336903;0,43253616;0,43498221;0,43550562;0,43560374;0,43491168;0,43452075;0,43780036;0,42773868;0,43082536;0,43100316;0,438277;0,43585964;0,43735526;0,43306649;0,43318786;0,43343104
Propy;1,895606;1,853504;1,849982;1,873279;1,894075;1,87081;1,861343;1,831671;1,827782417;1,823893833;1,82000525;1,816116667;1,812228083;1,8083395;1,804450917;1,800562333;1,79667375;1,792785167;1,788896583;1,785008;1,754093;1,817571;1,796196;1,836709;1,985377;1,965579;1,887968;1,887829;1,786548;1,79281;1,788173;1,75997;1,819403;1,823761;1,866474;1,88633;1,8767;1,927426;1,930923;1,901012;1,828243;1,912901;1,934252;1,972633;1,963747;2,010302;2,019007;1,945396;1,947733;1,955807;2,031322;2,038792;2,146375;2,119531;2,126358
DUSK Network;0,48280212;0,4859514;0,47579406;0,4886534;0,486818;0,4746906;0,4622586;0,4538682;0,450064158;0,446260117;0,442456075;0,438652033;0,434847992;0,43104395;0,427239908;0,423435867;0,419631825;0,415827783;0,412023742;0,4082197;0,3978272;0,40184157;0,40934818;0,40587264;0,40541;0,41572674;0,41384125;0,41647237;0,41038704;0,41737514;0,42124545;0,42194748;0,44362383;0,4364529;0,43696514;0,47506495;0,468838;0,47504352;0,47456442;0,46724914;0,467088;0,46728528;0,47298433;0,47177613;0,4682328;0,47903317;0,47991711;0,48232162;0,48625542;0,49351728;0,49009718;0,48952098;0,49035136;0,48727952;0,4806054
Ampleforth Governance Token;6,8942;6,9722;6,8633;6,9928;6,8951;7,0985;7,2542;7,2463;7,321933333;7,397566667;7,4732;7,548833333;7,624466667;7,7001;7,775733333;7,851366667;7,927;8,002633333;8,078266667;8,1539;8,0449;8,6285;9,8849;9,3981;8,943;7,3419;6,9734;6,3998;6,2686;5,9675;6,5904;6,8195;6,7452;5,5072;5,1707;5,4744;5,0876;5,0232;4,83851;4,696991;4,634838;4,598286;4,643717;4,681341;4,67877;4,744766;4,720059;4,722714;4,716873;4,84505;4,76471;4,727493;4,748497;4,752761;4,731741
Bluzelle;0,15092025;0,14854104;0,14662011;0,14920887;0,1509398;0,15263532;0,1470942;0,14606211;0,143626467;0,141190823;0,13875518;0,136319537;0,133883893;0,13144825;0,129012607;0,126576963;0,12414132;0,121705677;0,119270033;0,11683439;0,11485248;0,11577573;0,11972415;0,11468016;0,11462624;0,11323159;0,11480368;0,11363648;0,1128885;0,11269957;0,11373672;0,1135104;0,117289;0,11501346;0,11722696;0,1203056;0,11972697;0,11954625;0,11727838;0,11791312;0,1181928;0,11859672;0,11968892;0,12089763;0,1193709;0,1206221;0,11964594;0,12131416;0,12095922;0,1216152;0,11960758;0,11956729;0,11884606;0,11716938;0,11593211
COCOS BCX;1,19525;1,18238;1,169027;1,18764;1,185057;1,156217;1,129558;1,129599;1,12730275;1,1250065;1,12271025;1,120414;1,11811775;1,1158215;1,11352525;1,111229;1,10893275;1,1066365;1,10434025;1,102044;1,077442;1,087399;1,094533;1,098886;1,089836;1,102877;1,118937;1,105695;1,103385;1,089311;1,10601;1,107525;1,124204;1,124281;1,124281;1,183946;1,187536;1,19564;1,187521;1,192627;1,227167;1,18792;1,194936;1,180995;1,180722;1,210939;1,22126;1,234932;1,245752;1,2446;1,213532;1,180093;1,165119;1,171515;1,174737
JUST;0,05702821;0,0581371;0,0533323;0,0489496;0,04849826;0,04785371;0,0505289;0,05110278;0,04988331;0,04866384;0,04744437;0,0462249;0,04500543;0,04378596;0,04256649;0,04134702;0,04012755;0,03890808;0,03768861;0,03646914;0,03617566;0,03643958;0,03664482;0,03667651;0,03680463;0,03668751;0,03694662;0,03675486;0,03656642;0,03652666;0,03642821;0,03686283;0,03784658;0,03770919;0,03771736;0,03874995;0,03855971;0,03855734;0,03736329;0,03721658;0,03735816;0,03732779;0,03748714;0,03770834;0,03762585;0,03767837;0,0375738;0,0377995;0,03796628;0,03824048;0,03811768;0,03815397;0,03818397;0,0377053;0,0375111
Tellor;19,5212;19,4118;19,2084;19,5536;19,3067;19,2062;19,1056;18,968;18,7777;18,5874;18,3971;18,2068;18,0165;17,8262;17,6359;17,4456;17,2553;17,065;16,8747;16,6844;16,3962;16,6444;16,8315;16,8057;16,9544;16,9094;17,2206;17,2316;17,1768;17,4503;17,7071;17,6562;18,359;18,1773;18,2924;18,7801;18,6537;18,6552;18,3242;18,3529;18,4526;18,3399;18,637;18,5655;18,466;18,5073;18,4269;18,4106;18,5258;18,6334;18,5779;18,5895;18,5396;18,4582;18,2408
RAMP;0,10350067;0,10261404;0,10220567;0,10305639;0,1012092;0,10018332;0,098762;0,09774674;0,097337588;0,096928437;0,096519285;0,096110133;0,095700982;0,09529183;0,094882678;0,094473527;0,094064375;0,093655223;0,093246072;0,09283692;0,09165438;0,09241056;0,09235863;0,0920436;0,09377704;0,09407887;0,09422064;0,0926288;0,0920816;0,09336951;0,09442628;0,09462156;0,09852276;0,09898772;0,09615444;0,09887592;0,09840088;0,10037625;0,09685898;0,09703654;0,09802416;0,09658176;0,09758021;0,09478161;0,0941091;0,0930259;0,0933345;0,0938317;0,09307288;0,09413451;0,09199898;0,09186864;0,09229724;0,09239048;0,09187241
AdEx;0,41958605;0,42276247;0,41328637;0,43030075;0,42906362;0,4292925;0,4310229;0,41885346;0,417376062;0,415898663;0,414421265;0,412943867;0,411466468;0,40998907;0,408511672;0,407034273;0,405556875;0,404079477;0,402602078;0,40112468;0,39199878;0,39232052;0,4003031;0,38807689;0,38229947;0,38477778;0,38607066;0,3769585;0,37816779;0,38956229;0,38800912;0,3857175;0,38887275;0,37451428;0,37744652;0,39189773;0,38436448;0,38405365;0,38321381;0,38056302;0,38281601;0,38074014;0,38329939;0,38353349;0,37848172;0,37774835;0,37581534;0,37850228;0,38269706;0,38724226;0,39133494;0,38990587;0,39031142;0,38979564;0,38789002
HARD Protocol;0,533602;0,519806;0,513389;0,517292;0,515426;0,510008;0,50692;0,50016;0,498680138;0,497200277;0,495720415;0,494240553;0,492760692;0,49128083;0,489800968;0,488321107;0,486841245;0,485361383;0,483881522;0,48240166;0,47823102;0,4830552;0,49012348;0,4879632;0,4804188;0,48032539;0,48405632;0,47750368;0,47262652;0,47465051;0,47647182;0,47656632;0,4948268;0,4882981;0,4980375;0,503072;0,514746;0,5041;0,4851827;0,49033194;0,49171902;0,49418259;0,48967685;0,48572244;0,48593385;0,48898686;0,48196158;0,48819166;0,48447882;0,4914392;0,49036436;0,49201354;0,48750048;0,48606567;0,48636238
DIA;0,87665;0,880049;0,876923;0,886337;0,880017;0,868955;0,867882;0,858366;0,854127667;0,849889333;0,845651;0,841412667;0,837174333;0,832936;0,828697667;0,824459333;0,820221;0,815982667;0,811744333;0,807506;0,79924;0,826969;0,800792;0,802409;0,79848;0,804237;0,806465;0,809283;0,805714;0,80069;0,794563;0,793686;0,825006;0,814568;0,822537;0,848331;0,84331;0,84135;0,845186;0,839953;0,847152;0,844203;0,851496;0,849215;0,842356;0,850141;0,858677;0,847598;0,846359;0,860552;0,854085;0,86181;0,850809;0,839981;0,842981
bZx Protocol;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308;0,19173308
Bella Protocol;0,881899;0,881798;0,857688;0,869729;0,863512;0,848848;0,84778;0,863611;0,8544835;0,845356;0,8362285;0,827101;0,8179735;0,808846;0,7997185;0,790591;0,7814635;0,772336;0,7632085;0,754081;0,744965;0,749086;0,760446;0,757488;0,764766;0,762562;0,770977;0,764077;0,759673;0,766996;0,78039;0,785705;0,819695;0,80837;0,815453;0,846562;0,845079;0,845787;0,837195;0,829299;0,834626;0,828224;0,831074;0,829672;0,823677;0,832337;0,828455;0,828921;0,832337;0,839216;0,83093;0,839553;0,836555;0,824823;0,813574
AirSwap;0,16391012;0,1641655;0,16249175;0,16485784;0,16293555;0,15909075;0,1610455;0,15675972;0,155824811;0,154889902;0,153954993;0,153020083;0,152085174;0,151150265;0,150215356;0,149280447;0,148345538;0,147410628;0,146475719;0,14554081;0,14495955;0,1448271;0,14529999;0,14472303;0,14763995;0,14972661;0,15304592;0,15077742;0,15302907;0,15523665;0,15644475;0,1526595;0,15348488;0,15271456;0,15230882;0,15716732;0,15483715;0,15492102;0,1500207;0,14752353;0,1504532;0,1501126;0,15049581;0,1490754;0,14790847;0,14980638;0,14814156;0,14831809;0,14960286;0,15399715;0,15056008;0,14998845;0,15083338;0,14873346;0,1494547
CertiK;1,343846;1,33407;1,349919;1,327758;1,302985;1,291193;1,282158;1,247341;1,236378833;1,225416667;1,2144545;1,203492333;1,192530167;1,181568;1,170605833;1,159643667;1,1486815;1,137719333;1,126757167;1,115795;1,103004;1,113127;1,113917;1,105404;1,108113;1,110148;1,126744;1,118637;1,125343;1,121676;1,124966;1,119142;1,166694;1,138624;1,147478;1,17298;1,180457;1,165288;1,155916;1,164794;1,172028;1,159336;1,167588;1,168114;1,153682;1,175064;1,178681;1,18557;1,181439;1,210682;1,223684;1,225805;1,220533;1,204822;1,204632
MANTRA DAO;0,09177701;0,09115416;0,09110206;0,09169309;0,09027387;0,0896055;0,0905464;0,08950784;0,088960533;0,088413225;0,087865918;0,08731861;0,086771303;0,086223995;0,085676688;0,08512938;0,084582073;0,084034765;0,083487458;0,08294015;0,08123712;0,08112177;0,08121946;0,08076936;0,08153368;0,08228576;0,08357424;0,08252384;0,0818995;0,08166507;0,08175934;0,08194032;0,08489068;0,08420154;0,08358176;0,08686772;0,08795906;0,08724125;0,08709318;0,08772452;0,0880896;0,08708337;0,08816847;0,08740872;0,08743785;0,08750666;0,0880011;0,08609392;0,08721142;0,0866775;0,08585384;0,08617136;0,08659548;0,08631656;0,08625848
Firo;3,552094;3,514946;3,495451;3,489407;3,454527;3,428612;3,470654;3,407242;3,388386667;3,369531333;3,350676;3,331820667;3,312965333;3,29411;3,275254667;3,256399333;3,237544;3,218688667;3,199833333;3,180978;3,13043;3,170487;3,199661;3,183211;3,229408;3,216948;3,216987;3,183949;3,112181;3,109657;3,133075;3,110008;3,172557;3,155566;3,170617;3,255328;3,250238;3,261563;3,253787;3,287523;3,261257;3,269399;3,265696;3,265391;3,283145;3,309764;3,201818;3,141361;3,135699;3,217291;3,174098;3,219853;3,241094;3,244005;3,180336
Akropolis;0,01280854;0,01292954;0,01280849;0,01309402;0,01284633;0,01258848;0,0124982;0,012386;0,012285852;0,012185703;0,012085555;0,011985407;0,011885258;0,01178511;0,011684962;0,011584813;0,011484665;0,011384517;0,011284368;0,01118422;0,01102129;0,01108752;0,0111304;0,01107166;0,01106338;0,01097735;0,01109887;0,01104454;0,01098781;0,01111035;0,01123194;0,01113821;0,01155186;0,01143937;0,01152791;0,01197748;0,01201694;0,01193687;0,0117012;0,01173804;0,01181928;0,01173539;0,01180907;0,0119121;0,01187483;0,01207111;0,01191126;0,0120069;0,0121048;0,01218819;0,012317;0,01226833;0,01202715;0,01186853;0,01170905
Aion;0,08460283;0,08538048;0,08419509;0,08487511;0,08441874;0,08331126;0,0824182;0,08172835;0,081303842;0,080879333;0,080454825;0,080030317;0,079605808;0,0791813;0,078756792;0,078332283;0,077907775;0,077483267;0,077058758;0,07663425;0,07607226;0,07692129;0,07955297;0,07707;0,07789616;0,07856162;0,07975928;0,0793328;0,07897768;0,08060103;0,07989916;0,07990068;0,08152692;0,08004016;0,08021724;0,08200242;0,08353456;0,08298125;0,08265418;0,0807898;0,08044374;0,07971546;0,08088769;0,08181243;0,08032185;0,08163134;0,08026767;0,07995706;0,08065764;0,081788;0,08095554;0,08091918;0,08133917;0,08096636;0,0810901
Marlin;0,04207394;0,04214786;0,04180903;0,04269978;0,04224433;0,04072898;0,04060604;0,03994637;0,039790164;0,039633958;0,039477753;0,039321547;0,039165341;0,039009135;0,038852929;0,038696723;0,038540518;0,038384312;0,038228106;0,0380719;0,03769472;0,03770806;0,03742586;0,0372138;0,03761728;0,03836751;0,03938281;0,03775178;0,03726649;0,03740987;0,03707073;0,03742296;0,03781574;0,03803678;0,03768262;0,03882516;0,03894005;0,03875713;0,0382553;0,03824185;0,03933397;0,03920083;0,040506;0,03978696;0,03965391;0,04255156;0,03908493;0,03842208;0,03843674;0,03915156;0,03861642;0,03904856;0,0391996;0,0388692;0,03845096
Contentos;0,01539125;0,01521277;0,01518659;0,01526179;0,01510272;0,01494008;0,01478808;0,01466201;0,014607206;0,014552402;0,014497598;0,014442793;0,014387989;0,014333185;0,014278381;0,014223577;0,014168773;0,014113968;0,014059164;0,01400436;0,01397138;0,01405411;0,01405114;0,01408399;0,01423956;0,01424927;0,01417746;0,01415581;0,01426379;0,014267;0,01419937;0,01415333;0,01476514;0,01470649;0,01467993;0,0153355;0,01534417;0,01549575;0,01563416;0,01548498;0,0156448;0,01528619;0,01536955;0,01548307;0,01543283;0,01580995;0,01581353;0,01606256;0,01619894;0,0162402;0,01625345;0,01614114;0,01614311;0,01582053;0,01610218
Hegic;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835;0,03554835
BEAM;0,32187571;0,32516316;0,31938179;0,32306736;0,31879872;0,31436232;0,3162132;0,31152924;0,310339579;0,309149918;0,307960258;0,306770597;0,305580936;0,304391275;0,303201614;0,302011953;0,300822293;0,299632632;0,298442971;0,29725331;0,29492226;0,30059685;0,3087392;0,30026472;0,3034224;0,30298539;0,30218032;0,30208512;0,30130162;0,30254204;0,30391798;0,3019554;0,30424324;0,29466112;0,29829126;0,30810618;0,30856463;0,3093825;0,30859928;0,30930952;0,31538208;0,31380195;0,3169803;0,31659012;0,314883;0,3209171;0,31618173;0,32089552;0,3224529;0,3297301;0,33059072;0,33062028;0,33221661;0,33197991;0,33086543
Frontier;0,45546705;0,4547239;0,44947607;0,45898747;0,45259875;0,450216;0,452375;0,44793558;0,446159158;0,444382737;0,442606315;0,440829893;0,439053472;0,43727705;0,435500628;0,433724207;0,431947785;0,430171363;0,428394942;0,42661852;0,42463867;0,4344813;0,43848884;0,43416908;0,44683084;0,42694968;0,43050335;0,42906009;0,42613213;0,43139448;0,43700017;0,43617;0,45279704;0,44062448;0,43963374;0,44768872;0,44541261;0,44424371;0,44339912;0,4425706;0,44621884;0,44419683;0,44632166;0,4451605;0,44475018;0,44665774;0,44920344;0,45214752;0,4501717;0,46337568;0,46146052;0,45923237;0,45696672;0,45100039;0,45030911
FIO Protocol;0,09081462;0,09080424;0,09127692;0,09204273;0,0908086;0,08934324;0,0896724;0,0882841;0,088028533;0,087772965;0,087517398;0,08726183;0,087006263;0,086750695;0,086495128;0,08623956;0,085983993;0,085728425;0,085472858;0,08521729;0,0840384;0,08427213;0,08402618;0,08420448;0,08437272;0,08574389;0,08525992;0,0850944;0,0845557;0,08494586;0,08539112;0,08486676;0,08683812;0,08668066;0,0854411;0,08792924;0,08707416;0,0867975;0,08682684;0,08692541;0,08772452;0,08805984;0,08861242;0,08829702;0,08761575;0,0885749;0,08835666;0,08902894;0,08865234;0,08924556;0,08914906;0,08884196;0,08917909;0,08899166;0,08902089
UniLend Finance;0,4902774;0,48998685;0,48691338;0,4905485;0,48984437;0,49006767;0,47996;0,48114389;0,478725158;0,476306427;0,473887695;0,471468963;0,469050232;0,4666315;0,464212768;0,461794037;0,459375305;0,456956573;0,454537842;0,45211911;0,45361107;0,45299155;0,45609008;0,45466525;0,4606509;0,4650829;0,47184848;0,46981172;0,47035517;0,47633674;0,47800278;0,47037915;0,48366669;0,48096218;0,46987161;0,4884827;0,48730102;0,48789933;0,4908556;0,510114;0,501963;0,49936535;0,510538;0,508301;0,53222;0,534616;0,49787947;0,509131;0,513402;0,4742655;0,43444363;0,43352332;0,44348073;0,4493861;0,41996145
Stafi;0,69817;0,704039;0,691921;0,706273;0,70882;0,689482;0,6992;0,691063;0,686826417;0,682589833;0,67835325;0,674116667;0,669880083;0,6656435;0,661406917;0,657170333;0,65293375;0,648697167;0,644460583;0,640224;0,638604;0,649937;0,659842;0,666854;0,670368;0,641705;0,655641;0,63741;0,634566;0,638601;0,646723;0,642753;0,66213;0,647582;0,639436;0,657346;0,651463;0,651957;0,642678;0,644987;0,647723;0,639233;0,638666;0,641175;0,637149;0,642724;0,63823;0,646772;0,650502;0,654319;0,651652;0,645039;0,652317;0,649514;0,646582
Dego Finance;3,639584;3,58668;3,58463;3,610033;3,57466;3,479316;3,47852;3,470971;3,449578333;3,428185667;3,406793;3,385400333;3,364007667;3,342615;3,321222333;3,299829667;3,278437;3,257044333;3,235651667;3,214259;3,160194;3,194115;3,210186;3,153264;3,185048;3,165519;3,185048;3,173312;3,152024;3,156652;3,215454;3,183612;3,257536;3,214002;3,23171;3,334942;3,300677;3,328125;3,338128;3,347383;3,382899;3,391014;3,436173;3,393306;3,353415;3,38276;3,360042;3,361932;3,331125;3,38709;3,357562;3,392043;3,358693;3,343875;3,332714
DeXe;6,3472;6,4024;6,3916;6,4974;6,4789;6,3818;6,4116;6,3361;6,306316667;6,276533333;6,24675;6,216966667;6,187183333;6,1574;6,127616667;6,097833333;6,06805;6,038266667;6,008483333;5,9787;5,9124;6,0582;6,2644;6,2198;6,2837;5,9529;6,047;5,9914;5,8093;5,8011;5,7706;5,7653;5,9112;5,8273;5,8253;6,1128;5,8751;5,8577;5,9132;5,8596;5,8768;5,8671;5,9476;5,9649;5,9092;5,8746;5,8497;5,9423;5,8671;5,9487;5,8936;5,8683;5,9131;5,8331;5,9024
MovieBloc;0,00602019;0,00603787;0,00596972;0,00604528;0,00600457;0,00601624;0,00591523;0,00576993;0,005717524;0,005665118;0,005612713;0,005560307;0,005507901;0,005455495;0,005403089;0,005350683;0,005298278;0,005245872;0,005193466;0,00514106;0,00508695;0,00510271;0,00510121;0,00509631;0,00514665;0,00514995;0,0051848;0,00517392;0,00511053;0,00510207;0,00502869;0,00504146;0,00514478;0,00518225;0,00515657;0,00515456;0,00511295;0,00514218;0,00507555;0,00502019;0,00504505;0,00503148;0,00507524;0,00509085;0,00505503;0,00507948;0,00503473;0,00505357;0,00506153;0,00511175;0,00506751;0,00508126;0,00509149;0,00506664;0,00508373
SelfKey;0,00671311;0,00670884;0,00675134;0,00674368;0,00665038;0,00660021;0,00655587;0,00645785;0,006444385;0,00643092;0,006417455;0,00640399;0,006390525;0,00637706;0,006363595;0,00635013;0,006336665;0,0063232;0,006309735;0,00629627;0,0062346;0,00602594;0,00629758;0,0058996;0,00602143;0,00604375;0,00608708;0,00602309;0,00601452;0,00601183;0,00610848;0,00624307;0,00616365;0,00611546;0,00600921;0,00624705;0,00623147;0,00626309;0,00622437;0,00626946;0,00631546;0,00628847;0,00636891;0,00631404;0,00629677;0,00639075;0,0063583;0,00636633;0,00639432;0,00648703;0,00641499;0,00641016;0,00646081;0,00646037;0,00646939
